borrower_id,first_name,last_name,age,gender,marital_status,distance_from_branch_miles,education_level,occupation_sector,num_previous_lenders,total_employment_years,account_open_date,default_flag
868,Karen,Davis,26,Female,Married,5,Some College,Medical,1,8.8,2016-01-01,0
869,Karen,Brown,28,Female,Married,25,Some College,Technical Degree,7,4,2022-01-01,0
870,John,Davis,46,Male,Single,4,Master's,Life Sciences,7,29.7,2008-12-31,0
871,Margaret,Martin,59,Female,Single,1,No Degree,Life Sciences,7,22,2020-01-01,0
872,Sandra,Williams,34,Female,Married,11,Some College,Technical Degree,0,10,2015-01-01,0
873,Michael,Thomas,34,Male,Divorced,6,Master's,Life Sciences,1,7.7,2016-12-31,0
874,Kenneth,Moore,24,Male,Single,24,Bachelor's,Technical Degree,1,1.1,2023-01-01,1
875,Mary,Taylor,31,Female,Single,1,Some College,Life Sciences,1,16.5,2008-12-31,0
876,Andrew,Davis,45,Male,Divorced,1,Master's,Technical Degree,1,11,2014-01-01,0
879,Donna,Lopez,27,Female,Divorced,7,No Degree,Medical,6,8,2020-01-01,0
881,Anthony,Garcia,49,Male,Divorced,5,Bachelor's,Life Sciences,1,33,1991-01-01,0
882,Robert,Taylor,25,Male,Married,6,Bachelor's,Life Sciences,1,4.4,2020-01-01,0
886,Paul,Smith,39,Male,Divorced,19,Some College,Life Sciences,2,18.7,2023-01-01,0
891,Robert,Lopez,28,Male,Married,2,No Degree,Technical Degree,1,1,2023-01-01,0
892,Jessica,Brown,40,Female,Married,26,Some College,Medical,3,16,2023-01-01,0
893,Andrew,Hernandez,30,Male,Single,2,Bachelor's,Technical Degree,1,4,2020-01-01,0
894,William,Johnson,29,Male,Single,15,Bachelor's,Life Sciences,1,6,2017-12-31,0
895,Daniel,Moore,53,Male,Married,18,Master's,Medical,3,18.7,2016-01-01,1
896,Lisa,Garcia,47,Female,Divorced,2,Some College,Medical,5,22,2019-01-01,0
898,David,Jones,43,Male,Divorced,1,Master's,Technical Degree,1,10,2014-01-01,1
900,John,Martinez,38,Male,Married,2,Bachelor's,Medical,4,7.7,2019-01-01,0
901,Susan,Johnson,31,Female,Married,1,Master's,Other,1,6,2017-12-31,1
902,Richard,Johnson,36,Male,Divorced,9,Some College,Life Sciences,2,10,2019-01-01,0
903,Lisa,Martinez,37,Female,Divorced,10,No Degree,Life Sciences,0,6,2019-01-01,0
904,Dorothy,Gonzalez,53,Female,Married,1,Master's,Medical,4,27,2020-12-31,0
905,Kimberly,Thomas,29,Female,Married,20,Bachelor's,Technical Degree,1,3,2020-12-31,1
907,Richard,Martinez,42,Male,Divorced,8,Bachelor's,Life Sciences,1,26.4,2000-01-01,0
908,Nancy,Johnson,34,Female,Married,2,Master's,Marketing,6,6.6,2020-01-01,1
909,Christopher,Rodriguez,35,Male,Single,1,Master's,Marketing,0,17.6,2008-12-31,0
910,Linda,Lopez,32,Female,Single,29,Master's,Life Sciences,1,6.6,2017-12-31,0
911,Anthony,Gonzalez,52,Male,Single,5,Bachelor's,Life Sciences,9,10,2016-01-01,0
912,Mark,Gonzalez,47,Male,Married,5,Master's,Technical Degree,2,20,2020-12-31,0
914,Ashley,Thomas,54,Female,Married,1,Some College,Life Sciences,2,5.5,2020-12-31,0
915,Nancy,Taylor,56,Female,Married,1,Some College,Life Sciences,2,5,2020-12-31,0
918,Margaret,Martin,43,Female,Married,11,Some College,Life Sciences,3,28.6,2015-01-01,0
919,Elizabeth,Moore,34,Female,Single,3,Master's,Marketing,3,16.5,2019-01-01,0
920,Thomas,Hernandez,33,Male,Married,25,Bachelor's,Technical Degree,3,17.6,2011-01-01,0
921,Linda,Williams,33,Female,Single,13,No Degree,Life Sciences,3,5,2020-12-31,0
922,Lisa,Martinez,43,Female,Single,6,Bachelor's,Medical,1,20,2004-01-01,0
923,Thomas,Anderson,40,Male,Divorced,8,Some College,Life Sciences,3,8,2022-01-01,0
924,Donna,Wilson,41,Female,Married,6,Bachelor's,Medical,7,23.1,2008-01-01,0
925,David,Anderson,37,Male,Married,5,Bachelor's,Technical Degree,3,19,2023-01-01,1
926,Daniel,Anderson,35,Male,Married,23,Some College,Life Sciences,3,8,2023-01-01,0
927,John,Lopez,43,Male,Single,9,Bachelor's,Life Sciences,4,7,2020-12-31,0
928,Donna,Wilson,32,Female,Married,9,Master's,Technical Degree,1,2,2022-01-01,1
929,Sarah,Johnson,30,Female,Single,26,Master's,Marketing,5,9,2017-12-31,1
930,Jennifer,Gonzalez,58,Female,Married,1,Bachelor's,Medical,3,32,2015-01-01,0
932,David,Smith,53,Male,Single,1,Bachelor's,Medical,0,40.7,1988-01-01,0
933,Barbara,Martin,40,Female,Divorced,10,Bachelor's,Technical Degree,7,7,2019-01-01,1
936,Jessica,Lopez,34,Female,Married,28,Bachelor's,Marketing,1,8.8,2016-01-01,0
937,Nancy,Gonzalez,31,Female,Married,12,Bachelor's,Medical,0,11,2015-01-01,0
938,Andrew,Johnson,39,Male,Divorced,3,Bachelor's,Life Sciences,2,14,2019-01-01,0
939,Kenneth,Jones,35,Male,Divorced,11,Bachelor's,Other,1,10,2014-01-01,0
940,Sandra,Lopez,24,Female,Divorced,10,Master's,Marketing,1,5,2019-01-01,0
941,Nancy,Anderson,51,Female,Married,3,Bachelor's,Technical Degree,2,15,2022-01-01,0
942,Jennifer,Jackson,36,Female,Married,6,Some College,Other,1,5.5,2019-01-01,0
943,William,Taylor,31,Male,Married,26,Master's,Marketing,1,11,2014-01-01,1
944,Daniel,Gonzalez,23,Male,Married,28,Bachelor's,Life Sciences,2,6.6,2022-01-01,0
945,Lisa,Rodriguez,40,Female,Married,3,Bachelor's,Life Sciences,2,17,2019-01-01,0
946,Jessica,Brown,56,Female,Divorced,5,Bachelor's,Technical Degree,2,24,2017-12-31,0
947,Mary,Garcia,24,Female,Single,2,No Degree,Technical Degree,1,6.6,2017-12-31,0
949,Matthew,Moore,37,Male,Married,1,Bachelor's,Life Sciences,1,9,2015-01-01,0
951,Sarah,Anderson,29,Female,Married,27,Bachelor's,Medical,4,11,2016-01-01,0
952,Richard,Martin,48,Male,Single,6,Bachelor's,Life Sciences,2,19,2022-01-01,0
953,Thomas,Thomas,48,Male,Single,10,Bachelor's,Technical Degree,6,20,2020-01-01,0
954,Richard,Brown,42,Male,Single,12,Bachelor's,Life Sciences,0,22,2003-01-01,1
955,Barbara,Williams,31,Female,Single,8,Bachelor's,Life Sciences,1,1.1,2023-01-01,1
956,Mark,Garcia,31,Male,Married,20,Bachelor's,Life Sciences,0,3.3,2022-01-01,1
957,Mark,Williams,32,Male,Married,7,Bachelor's,Life Sciences,1,14.3,2011-01-01,0
958,Christopher,Lopez,21,Male,Divorced,2,No Degree,Technical Degree,3,3.3,2024-01-01,0
959,Robert,Moore,38,Male,Divorced,2,Some College,Medical,0,22,2003-01-01,0
960,Paul,Martinez,37,Male,Single,10,Master's,Medical,1,10,2014-01-01,0
961,Thomas,Garcia,19,Male,Single,2,Some College,Technical Degree,1,1.1,2023-01-01,1
962,David,Lopez,30,Male,Single,7,No Degree,Marketing,0,4.4,2020-12-31,0
965,Barbara,Davis,32,Female,Single,9,Bachelor's,Medical,7,11,2019-01-01,1
966,Ashley,Smith,52,Female,Married,9,Some College,Life Sciences,3,9.9,2020-01-01,0
967,Nancy,Moore,36,Female,Married,1,Bachelor's,Other,0,10,2015-01-01,0
968,Andrew,Lopez,45,Male,Divorced,7,Bachelor's,Life Sciences,2,25,2023-01-01,0
969,Mark,Moore,25,Male,Single,9,Bachelor's,Marketing,1,7.7,2016-12-31,0
971,Jennifer,Williams,17,Female,Single,1,No Degree,Technical Degree,0,1.1,2024-01-01,1
972,Thomas,Gonzalez,31,Male,Divorced,20,Bachelor's,Life Sciences,1,10,2014-01-01,0
973,Donald,Taylor,38,Male,Single,23,Bachelor's,Life Sciences,0,10,2015-01-01,0
974,Anthony,Wilson,36,Male,Single,3,Bachelor's,Technical Degree,4,10,2016-01-01,0
975,Andrew,Williams,33,Male,Single,17,Bachelor's,Life Sciences,1,10,2014-01-01,0
976,William,Hernandez,39,Male,Divorced,20,Bachelor's,Life Sciences,2,7,2022-01-01,0
977,Robert,Anderson,32,Male,Single,21,Master's,Life Sciences,1,11,2014-01-01,0
978,Mark,Taylor,38,Male,Married,2,Bachelor's,Medical,4,7,2019-01-01,1
979,Nancy,Jones,29,Female,Single,7,Master's,Medical,1,12.1,2012-12-31,0
980,Paul,Jackson,37,Male,Divorced,10,Bachelor's,Medical,6,18.7,2023-01-01,0
981,David,Jones,33,Male,Married,16,Bachelor's,Life Sciences,4,10,2016-01-01,0
982,Anthony,Taylor,29,Male,Married,9,Bachelor's,Life Sciences,6,5.5,2023-01-01,0
983,John,Brown,25,Male,Divorced,2,No Degree,Other,6,7.7,2022-01-01,0
984,Dorothy,Jones,28,Female,Single,1,Some College,Medical,1,13.2,2012-01-01,0
986,David,Hernandez,31,Male,Married,2,Bachelor's,Human Resources,1,5,2019-01-01,0
987,Joseph,Lopez,29,Male,Married,7,Master's,Life Sciences,3,13,2016-12-31,1
988,Dorothy,Martinez,27,Female,Married,10,Bachelor's,Marketing,1,6,2017-12-31,0
989,Jennifer,Rodriguez,58,Female,Married,28,Bachelor's,Marketing,4,24.2,2006-01-01,0
990,Richard,Moore,22,Male,Single,7,No Degree,Life Sciences,1,1,2023-01-01,1
991,Sarah,Jones,27,Female,Married,22,Bachelor's,Human Resources,1,1,2023-01-01,1
992,Thomas,Martin,52,Male,Married,3,Master's,Marketing,1,37.4,1990-01-01,0
993,Paul,Williams,54,Male,Single,7,Bachelor's,Life Sciences,4,37,2017-12-31,0
994,Steven,Garcia,31,Male,Divorced,8,Some College,Life Sciences,1,14.3,2011-01-01,0
996,Barbara,Garcia,45,Female,Divorced,4,Some College,Life Sciences,4,9,2019-01-01,0
997,Kenneth,Martin,29,Male,Single,3,No Degree,Medical,1,11,2014-01-01,0
998,Lisa,Jackson,27,Female,Divorced,1,Bachelor's,Life Sciences,1,3.3,2020-12-31,0
999,Patricia,Smith,36,Female,Married,17,No Degree,Life Sciences,0,20,2004-12-31,0
1001,Emily,Rodriguez,50,Female,Single,12,Bachelor's,Marketing,4,17.6,2022-01-01,0
1002,Richard,Jackson,20,Male,Married,1,Some College,Life Sciences,6,4,2022-01-01,0
1003,Anthony,Martin,30,Male,Single,25,Master's,Life Sciences,1,1,2023-01-01,1
1005,Paul,Martinez,53,Male,Single,2,Bachelor's,Medical,4,38.5,2015-01-01,0
1006,Thomas,Thomas,31,Male,Divorced,7,Some College,Life Sciences,1,9,2015-01-01,0
1008,Karen,Anderson,43,Female,Married,16,Bachelor's,Marketing,5,22,2007-01-01,0
1009,Jennifer,Johnson,21,Female,Single,4,No Degree,Medical,1,3.3,2020-12-31,0
1010,Elizabeth,Anderson,44,Female,Divorced,1,Doctoral/Professional,Marketing,5,9.9,2020-01-01,0
1011,Anthony,Thomas,25,Male,Divorced,10,Some College,Life Sciences,1,9.9,2015-01-01,0
1012,Mark,Miller,52,Male,Married,19,Master's,Medical,2,17.6,2015-01-01,0
1013,Christopher,Martin,30,Male,Single,5,Master's,Life Sciences,8,8.8,2023-01-01,0
1014,William,Hernandez,30,Male,Married,2,Bachelor's,Life Sciences,1,12.1,2012-12-31,0
1015,Christopher,Lopez,48,Male,Divorced,1,Some College,Medical,9,35.2,2019-01-01,0
1016,Betty,Jones,49,Female,Single,11,Some College,Technical Degree,3,29,2019-01-01,0
1017,Daniel,Taylor,27,Male,Married,17,Bachelor's,Technical Degree,0,6,2019-01-01,0
1018,Paul,Brown,27,Male,Married,3,Bachelor's,Medical,1,0,2024-01-01,0
1019,Christopher,Davis,53,Male,Single,6,Bachelor's,Life Sciences,2,19,2022-01-01,0
1020,Sandra,Brown,38,Female,Divorced,6,Bachelor's,Medical,7,17,2011-01-01,0
1021,Sarah,Anderson,46,Female,Married,7,Master's,Medical,2,7,2023-01-01,1
1022,Jessica,Jones,44,Female,Single,1,Master's,Life Sciences,4,11,2022-01-01,0
1023,Linda,Johnson,24,Female,Married,23,Bachelor's,Marketing,7,5.5,2022-01-01,0
1024,Thomas,Gonzalez,31,Male,Divorced,9,No Degree,Life Sciences,1,14.3,2011-01-01,0
1025,Kenneth,Wilson,36,Male,Single,10,Master's,Medical,1,11,2014-01-01,0
1026,Jessica,Garcia,31,Female,Single,1,Master's,Life Sciences,1,1.1,2023-01-01,1
1027,Lisa,Jackson,19,Female,Single,12,Bachelor's,Life Sciences,1,1,2023-01-01,1
1029,David,Thomas,31,Male,Married,14,Bachelor's,Medical,5,8.8,2019-01-01,1
1030,Steven,Anderson,31,Male,Divorced,7,Bachelor's,Marketing,4,14.3,2016-12-31,0
1031,Donald,Martinez,26,Male,Divorced,16,Master's,Medical,2,5,2020-12-31,1
1032,Ashley,Smith,45,Female,Single,2,Bachelor's,Life Sciences,1,1.1,2023-01-01,0
1035,Jessica,Miller,44,Female,Married,10,Bachelor's,Life Sciences,5,14,2016-01-01,1
1036,Andrew,Lopez,34,Male,Single,2,No Degree,Human Resources,1,10,2014-01-01,0
1037,Patricia,Johnson,34,Female,Divorced,8,Bachelor's,Technical Degree,1,17,2007-01-01,0
1040,Thomas,Moore,19,Male,Single,2,Bachelor's,Life Sciences,1,1,2023-01-01,1
1041,James,Brown,30,Male,Single,6,Master's,Medical,1,13.2,2012-12-31,0
1042,Anthony,Jones,27,Male,Divorced,1,Master's,Life Sciences,1,11,2014-01-01,0
1044,Matthew,Lopez,36,Male,Divorced,10,Master's,Marketing,0,9.9,2016-01-01,0
1046,John,Jackson,30,Male,Divorced,5,Some College,Life Sciences,0,7,2017-12-31,0
1047,Paul,Miller,39,Male,Single,9,Bachelor's,Life Sciences,2,21,2017-12-31,0
1048,Nancy,Moore,26,Female,Single,1,Some College,Life Sciences,7,11,2016-12-31,0
1049,Karen,Williams,40,Female,Divorced,2,Bachelor's,Medical,0,11,2015-01-01,0
1050,Betty,Taylor,49,Female,Single,11,Master's,Marketing,3,8.8,2019-01-01,0
1051,Mark,Moore,34,Male,Married,2,No Degree,Life Sciences,1,11,2014-01-01,0
1052,Charles,Martin,42,Male,Single,1,Bachelor's,Medical,6,6,2020-01-01,0
1053,Kenneth,Brown,51,Male,Single,21,Master's,Marketing,0,11,2014-01-01,1
1054,Barbara,Brown,56,Female,Married,9,Bachelor's,Medical,4,9,2023-01-01,0
1055,Betty,Lopez,26,Female,Married,1,Bachelor's,Medical,1,3,2020-12-31,0
1056,Christopher,Moore,33,Male,Divorced,10,Bachelor's,Other,1,3,2020-12-31,0
1058,Susan,Martin,49,Female,Single,11,Master's,Marketing,3,8,2019-01-01,0
1059,Dorothy,Gonzalez,46,Female,Married,3,Bachelor's,Life Sciences,8,25.3,2011-01-01,0
1060,Dorothy,Johnson,41,Female,Divorced,4,No Degree,Marketing,0,25.3,2001-12-31,0
1061,Patricia,Johnson,28,Female,Single,10,Bachelor's,Medical,9,9.9,2016-12-31,0
1063,Donald,Taylor,39,Male,Single,24,No Degree,Life Sciences,7,18,2016-12-31,0
1064,Mark,Jones,34,Male,Married,3,No Degree,Life Sciences,1,16,2008-01-01,1
1065,Donna,Taylor,51,Female,Divorced,7,Some College,Medical,3,28.6,2016-12-31,0
1066,William,Hernandez,25,Male,Single,2,Bachelor's,Life Sciences,1,5,2019-01-01,0
1067,Kenneth,Hernandez,35,Male,Married,27,Master's,Life Sciences,2,18.7,2016-12-31,0
1068,David,Gonzalez,26,Male,Single,25,Bachelor's,Life Sciences,1,1.1,2023-01-01,1
1070,Andrew,Hernandez,33,Male,Divorced,10,No Degree,Medical,7,8,2020-01-01,0
1071,Steven,Taylor,38,Male,Single,1,Bachelor's,Life Sciences,4,20,2023-01-01,0
1072,Paul,Thomas,39,Male,Divorced,1,Bachelor's,Medical,0,19,2006-01-01,0
1073,Emily,Martinez,27,Female,Divorced,28,Master's,Life Sciences,4,12.1,2016-12-31,0
1074,Ashley,Smith,33,Female,Married,5,Master's,Life Sciences,1,2,2022-01-01,0
1075,Nancy,Hernandez,35,Female,Married,8,Master's,Life Sciences,1,15,2009-12-31,0
1077,Andrew,Martinez,42,Male,Single,9,Some College,Other,8,26.4,2023-01-01,0
1078,James,Martin,36,Male,Single,2,Bachelor's,Life Sciences,5,6,2020-12-31,0
1079,Donald,Rodriguez,35,Male,Married,7,Master's,Medical,5,16,2019-01-01,0
1081,Joseph,Johnson,43,Male,Married,8,Master's,Other,9,13.2,2014-01-01,0
1082,Andrew,Thomas,53,Male,Divorced,1,Master's,Medical,2,31,2016-12-31,0
1083,David,Taylor,27,Male,Married,1,No Degree,Technical Degree,5,6.6,2022-01-01,0
1084,Kenneth,Gonzalez,25,Male,Married,8,Bachelor's,Life Sciences,0,4,2020-12-31,0
1085,William,Davis,46,Male,Single,6,Bachelor's,Life Sciences,2,19,2022-01-01,0
1086,John,Jackson,43,Male,Single,29,Bachelor's,Medical,5,9.9,2017-12-31,0
1088,James,Anderson,31,Male,Single,2,No Degree,Life Sciences,4,11,2017-12-31,0
1089,Christopher,Wilson,25,Male,Single,10,Master's,Life Sciences,0,5.5,2020-01-01,0
1090,William,Wilson,26,Male,Married,9,Bachelor's,Medical,1,5.5,2019-01-01,0
1091,Richard,Wilson,39,Male,Divorced,1,No Degree,Life Sciences,1,23.1,2003-01-01,0
1092,Steven,Martin,35,Male,Divorced,3,Master's,Life Sciences,6,13.2,2014-01-01,0
1093,Ashley,Johnson,39,Female,Divorced,22,Bachelor's,Life Sciences,3,13.2,2017-12-31,0
1094,William,Taylor,35,Male,Divorced,10,Bachelor's,Medical,6,17,2023-01-01,1
1095,Susan,Moore,45,Female,Single,4,Some College,Life Sciences,1,9,2015-01-01,0
1096,Christopher,Thomas,41,Male,Married,15,Some College,Life Sciences,1,14,2009-12-31,0
1097,Dorothy,Gonzalez,45,Female,Divorced,2,Master's,Life Sciences,6,31.9,2020-12-31,0
1098,Lisa,Garcia,34,Female,Divorced,3,Some College,Life Sciences,5,7.7,2023-01-01,0
1099,Mark,Moore,48,Male,Married,20,Doctoral/Professional,Medical,2,32,1993-12-31,0
1100,Christopher,Moore,33,Male,Married,22,Some College,Marketing,0,8.8,2016-12-31,0
1101,Nancy,Rodriguez,34,Female,Divorced,26,No Degree,Technical Degree,1,5.5,2019-01-01,0
1102,Kenneth,Thomas,36,Male,Married,6,Master's,Life Sciences,3,9,2020-12-31,0
1103,Susan,Davis,30,Female,Single,12,Bachelor's,Technical Degree,0,6.6,2019-01-01,0
1104,Sarah,Moore,19,Female,Single,1,No Degree,Technical Degree,1,2.2,2022-01-01,0
1106,Thomas,Martinez,41,Male,Divorced,3,Bachelor's,Life Sciences,2,15.4,2019-01-01,0
1107,Susan,Thomas,27,Female,Divorced,3,No Degree,Medical,1,6,2017-12-31,0
1108,Christopher,Thomas,47,Male,Married,1,Bachelor's,Technical Degree,7,17,2017-12-31,0
1109,Daniel,Moore,35,Male,Single,1,Master's,Marketing,0,16,2008-12-31,1
1110,Charles,Martinez,28,Male,Single,1,Bachelor's,Technical Degree,2,5,2020-12-31,0
1111,Michael,Jackson,37,Male,Married,21,Master's,Life Sciences,3,8.8,2019-01-01,0
1112,Kimberly,Gonzalez,43,Female,Single,25,Bachelor's,Medical,3,22,2024-01-01,0
1114,William,Martinez,33,Male,Divorced,8,Master's,Marketing,0,6,2019-01-01,0
1115,John,Martinez,28,Male,Married,24,Bachelor's,Medical,1,1,2023-01-01,1
1117,Sandra,Rodriguez,33,Female,Divorced,16,Bachelor's,Life Sciences,1,7.7,2017-12-31,0
1118,Donald,Miller,34,Male,Single,7,Master's,Medical,1,1.1,2023-01-01,0
1120,Charles,Moore,35,Male,Single,18,Some College,Life Sciences,2,10,2022-01-01,0
1121,Charles,Jones,28,Male,Divorced,8,Some College,Other,5,11,2016-01-01,0
1122,Michael,Martin,48,Male,Married,8,Some College,Technical Degree,3,18,2020-01-01,0
1123,Andrew,Davis,30,Male,Married,5,Some College,Life Sciences,1,11,2014-01-01,0
1124,Jessica,Johnson,38,Female,Married,26,Some College,Medical,3,17.6,2023-01-01,0
1125,Steven,Davis,30,Male,Divorced,27,Doctoral/Professional,Marketing,7,10,2016-01-01,0
1126,Joseph,Johnson,38,Male,Divorced,2,Bachelor's,Human Resources,5,14.3,2012-12-31,0
1127,Michael,Wilson,24,Male,Single,4,Some College,Life Sciences,1,8,2016-01-01,0
1128,Christopher,Thomas,41,Male,Single,6,Bachelor's,Medical,2,22,2006-01-01,0
1130,James,Moore,50,Male,Single,22,Doctoral/Professional,Medical,1,32,1992-01-01,0
1131,Elizabeth,Wilson,45,Female,Divorced,1,Master's,Medical,3,8,2019-01-01,0
1132,Donald,Thomas,29,Male,Married,2,Bachelor's,Life Sciences,0,6,2019-01-01,0
1134,Christopher,Martinez,20,Male,Single,4,Bachelor's,Technical Degree,1,1,2023-01-01,1
1135,Patricia,Williams,19,Female,Single,1,No Degree,Technical Degree,0,1,2024-01-01,1
1136,Emily,Davis,28,Female,Married,12,No Degree,Life Sciences,1,1,2023-01-01,0
1137,Paul,Johnson,28,Male,Married,9,Bachelor's,Human Resources,0,13.2,2012-12-31,0
1139,David,Johnson,36,Male,Divorced,8,Master's,Technical Degree,4,13.2,2016-12-31,0
1140,Matthew,Thomas,53,Male,Married,1,Some College,Life Sciences,3,26.4,2023-01-01,0
1141,David,Martinez,47,Male,Married,2,Bachelor's,Medical,2,17,2015-01-01,0
1142,John,Smith,32,Male,Married,10,Master's,Technical Degree,1,8.8,2016-01-01,0
1143,Thomas,Jackson,26,Male,Single,25,Bachelor's,Life Sciences,1,1,2023-01-01,1
1144,Donna,Brown,38,Female,Married,2,Some College,Life Sciences,4,7,2020-01-01,0
1145,Lisa,Martinez,40,Female,Married,2,Bachelor's,Medical,6,22,2023-01-01,0
1146,Mark,Moore,34,Male,Single,1,Bachelor's,Marketing,1,15.4,2009-12-31,0
1147,Dorothy,Thomas,39,Female,Married,8,No Degree,Life Sciences,1,8.8,2016-01-01,0
1149,Mark,Rodriguez,28,Male,Single,24,Some College,Technical Degree,1,11,2014-01-01,1
1150,Richard,Brown,50,Male,Divorced,28,Bachelor's,Marketing,4,20,2020-12-31,1
1151,Christopher,Garcia,34,Male,Married,9,Master's,Life Sciences,4,12.1,2016-12-31,1
1152,Mark,Rodriguez,50,Male,Married,3,Master's,Marketing,1,34,1990-01-01,1
1153,David,Smith,22,Male,Married,10,Bachelor's,Medical,0,3.3,2022-01-01,0
1155,Andrew,Miller,30,Male,Divorced,27,Doctoral/Professional,Marketing,7,11,2016-01-01,0
1156,David,Martin,44,Male,Single,5,Bachelor's,Life Sciences,3,7,2019-01-01,0
1157,Matthew,Wilson,23,Male,Married,18,No Degree,Life Sciences,2,6.6,2020-12-31,0
1158,Dorothy,Hernandez,48,Female,Single,12,Bachelor's,Marketing,4,17.6,2022-01-01,0
1159,Jennifer,Gonzalez,30,Female,Married,8,Some College,Technical Degree,1,13,2011-01-01,0
1160,Michael,Garcia,50,Male,Single,5,Bachelor's,Life Sciences,9,10,2016-01-01,0
1161,William,Thomas,26,Male,Married,1,Some College,Medical,1,6.6,2019-01-01,0
1162,Christopher,Davis,29,Male,Married,6,Master's,Life Sciences,4,12,2016-12-31,1
1163,James,Rodriguez,35,Male,Divorced,15,Some College,Medical,6,7.7,2022-01-01,1
1164,Matthew,Davis,36,Male,Married,29,Bachelor's,Technical Degree,3,9.9,2016-12-31,0
1168,Mary,Rodriguez,45,Female,Divorced,2,Master's,Life Sciences,6,29,2020-12-31,0
1169,Daniel,Davis,42,Male,Single,9,Some College,Other,8,24,2023-01-01,0
1170,Patricia,Brown,29,Female,Single,1,Bachelor's,Life Sciences,1,3,2020-12-31,1
1171,Mark,Martinez,42,Male,Single,4,Master's,Marketing,7,9,2017-12-31,0
1174,Michael,Martinez,27,Male,Divorced,2,No Degree,Life Sciences,1,6.6,2017-12-31,0
1175,Daniel,Martin,33,Male,Married,28,Bachelor's,Life Sciences,1,11,2014-01-01,0
1176,Joseph,Davis,54,Male,Married,9,Bachelor's,Medical,7,33,2014-01-01,0
1177,Barbara,Thomas,48,Female,Single,11,Bachelor's,Life Sciences,3,21,2019-01-01,0
1178,Barbara,Anderson,24,Female,Divorced,1,No Degree,Medical,1,5,2019-01-01,0
1179,Donna,Lopez,39,Female,Divorced,22,Bachelor's,Life Sciences,3,12,2017-12-31,0
1183,Donna,Williams,27,Female,Single,5,Bachelor's,Life Sciences,1,4,2020-01-01,0
1184,Dorothy,Anderson,35,Female,Divorced,1,Master's,Medical,2,15,2019-01-01,0
1185,Steven,Lopez,32,Male,Married,4,Bachelor's,Life Sciences,2,9.9,2019-01-01,0
1186,Jennifer,Jackson,35,Female,Married,9,Bachelor's,Life Sciences,1,17,2007-01-01,0
1187,Linda,Johnson,34,Female,Married,20,Bachelor's,Technical Degree,0,2.2,2023-01-01,0
1188,Kimberly,Taylor,41,Female,Married,27,Bachelor's,Life Sciences,8,19.8,2016-01-01,0
1189,Susan,Jackson,32,Female,Single,5,Bachelor's,Medical,2,15.4,2012-12-31,0
1191,Elizabeth,Hernandez,33,Female,Single,10,Master's,Medical,3,10,2019-01-01,0
1192,Steven,Anderson,33,Male,Married,18,Master's,Medical,0,6.6,2019-01-01,0
1193,Linda,Miller,31,Female,Single,16,Bachelor's,Marketing,5,6,2020-12-31,1
1194,Andrew,Thomas,34,Male,Single,5,Some College,Life Sciences,8,17.6,2011-01-01,0
1195,Robert,Taylor,38,Male,Single,2,Some College,Marketing,7,10,2023-01-01,0
1197,Mark,Jones,35,Male,Single,25,Some College,Other,4,9.9,2020-12-31,0
1199,Sandra,Jackson,36,Female,Single,2,Master's,Life Sciences,9,18,2008-01-01,0
1200,Patricia,Moore,33,Female,Married,9,Bachelor's,Life Sciences,1,17,2007-01-01,0
1201,Sandra,Martinez,54,Female,Single,1,Bachelor's,Medical,6,31.9,2004-01-01,0
1202,James,Gonzalez,32,Male,Single,21,Master's,Life Sciences,1,10,2014-01-01,0
1204,Richard,Jackson,38,Male,Divorced,2,Bachelor's,Human Resources,5,13,2012-12-31,0
1205,Jennifer,Johnson,30,Female,Single,1,Some College,Medical,1,12,2012-01-01,0
1206,Anthony,Lopez,34,Male,Single,7,Bachelor's,Life Sciences,2,15,2020-01-01,0
1207,Jennifer,Moore,32,Female,Married,5,Some College,Life Sciences,3,12,2016-12-31,0
1208,Patricia,Williams,44,Female,Married,15,Bachelor's,Medical,1,11,2014-01-01,1
1210,Karen,Wilson,30,Female,Married,5,Some College,Life Sciences,3,13.2,2016-12-31,0
1211,Elizabeth,Jones,40,Female,Married,3,Bachelor's,Life Sciences,2,18.7,2019-01-01,0
1212,Margaret,Lopez,48,Female,Divorced,16,Master's,Life Sciences,8,18,2016-01-01,0
1213,Matthew,Anderson,40,Male,Married,4,Some College,Technical Degree,1,22,2001-12-31,0
1214,Betty,Gonzalez,30,Female,Single,5,Bachelor's,Medical,0,4,2020-12-31,1
1216,William,Lopez,50,Male,Single,7,Master's,Life Sciences,7,19.8,2016-01-01,0
1217,Linda,Garcia,36,Female,Divorced,6,Bachelor's,Medical,7,18.7,2011-01-01,0
1218,Kimberly,Gonzalez,26,Female,Divorced,23,Bachelor's,Life Sciences,1,3.3,2020-12-31,0
1219,Steven,Jones,36,Male,Married,13,Bachelor's,Human Resources,4,8,2019-01-01,0
1221,Mary,Martinez,36,Female,Married,7,Bachelor's,Marketing,2,17,2008-12-31,0
1222,Mark,Moore,24,Male,Single,2,No Degree,Medical,0,5,2020-01-01,0
1223,Margaret,Moore,41,Female,Married,7,Bachelor's,Life Sciences,8,11,2023-01-01,1
1224,Betty,Davis,36,Female,Married,2,Master's,Other,4,16.5,2023-01-01,0
1227,Charles,Miller,26,Male,Married,1,Bachelor's,Life Sciences,1,8,2016-01-01,0
