borrower_id,first_name,last_name,age,gender,marital_status,distance_from_branch_miles,education_level,occupation_sector,num_previous_lenders,total_employment_years,account_open_date,default_flag
905,Kimberly,Thomas,29.0,Female,Married,20.0,Bachelor's,Technical Degree,1.0,,2020-12-31,1
907,Richard,Martinez,42.0,Male,Divorcd,,Bachelor's,Life Sciences,1.0,26.4,2000-01-01,0
908,Nancy,Johnson,34.0,F,Married,2.0,Master's,Mrketing,6.0,6.6,2020-01-01,1
909,Christopher,Rodriguez,35.0,Male,Single,1.0,Master's,Marketing,0.0,17.6,2008-12-31,0
910,Linda,Lopez,32.0,Female,Single,29.0,Master's,Life Sciences,1.0,6.6,2017-12-31,0
911,Anthony,Gonzalez,52.0,Male,Sngle,5.0,Bachleors,Life Sciences,9.0,10.0,2016-01-01,0
912,Mark,Gonzalez,47.0,Male,Married,5.0,Master's,Technical Degree,2.0,20.0,2020-12-31,0
914,Ashley,Thomas,54.0,Female,Married,1.0,Some College,Life Sciences,2.0,5.5,2020-12-31,0
915,Nancy,Taylor,,Femle,Married,1.0,Some College,Life Sciences,2.0,5.0,2020-12-31,0
918,Margaret,Martin,43.0,Female,Married,11.0,Some College,Life Sciences,3.0,28.6,2015-01-01,0
919,Elizabeth,Moore,34.0,Female,Single,3.0,Master's,Marketing,3.0,16.5,2019-01-01,0
920,Thomas,Hernandez,33.0,Male,Marrid,25.0,Bachelor's,Tech Degree,3.0,17.6,2011-01-01,0
921,Linda,Williams,33.0,Female,single,13.0,None,Life Sciences,3.0,5.0,2020-12-31,0
922,Lisa,Martinez,,Female,Single,6.0,Bachleors,Medical,1.0,,2004-01-01,0
923,Thomas,Anderson,40.0,Male,Divorced,8.0,Some College,Life Sciences,3.0,8.0,2022-01-01,0
924,Donna,Wilson,41.0,Female,Married,6.0,Bachelor's,Medical,7.0,23.1,2008-01-01,0
925,David,Anderson,37.0,Male,Maried,5.0,Bachelor's,Technical Degree,3.0,19.0,2023-01-01,1
926,Daniel,Anderson,35.0,Male,Married,23.0,Some College,Life Sciences,3.0,8.0,2023-01-01,0
927,John,Lopez,43.0,Male,Single,9.0,bachelor's,Life Sciences,,7.0,2020-12-31,0
928,Donna,Wilson,32.0,Female,Married,9.0,masters,Technical Degree,1.0,2.0,2022-01-01,1
929,Sarah,Johnson,30.0,Female,SINGLE,26.0,Master's,Mrketing,5.0,9.0,2017-12-31,1
930,Jennifer,Gonzalez,58.0,feMALE,Married,1.0,Bachelor's,Medical,3.0,32.0,,0
932,David,Smith,53.0,Male,Single,1.0,Bachelor's,Medical,,,1988-01-01,0
933,Barbara,Martin,40.0,Female,Divorced,10.0,Bachelor's,TECHNICAL DEGREE,7.0,7.0,2019-01-01,1
936,Jessica,Lopez,34.0,FEMALE,Married,28.0,Bachelor's,Marketing,1.0,8.8,2016-01-01,0
937,Nancy,Gonzalez,31.0,Femaale,Married,12.0,Bachleors,medical,0.0,11.0,2015-01-01,0
938,Andrew,Johnson,39.0,Maale,Divorced,3.0,Bachelor's,Life Sciences,2.0,14.0,2019-01-01,0
939,Kenneth,Jones,35.0,Male,Divorced,11.0,Bachelor's,Other,1.0,10.0,2014-01-01,0
940,Sandra,Lopez,24.0,Female,Divorced,10.0,Master's,Marketing,1.0,5.0,2019-01-01,0
941,Nancy,Anderson,51.0,Female,Married,3.0,Bachelar's,Technical Degree,2.0,15.0,2022-01-01,0
942,Jennifer,Jackson,,Female,Maried,6.0,Some College,Other,1.0,5.5,2019-01-01,0
943,William,Taylor,31.0,Male,Married,26.0,Master's,Marketing,1.0,11.0,2014-01-01,1
944,Daniel,Gonzalez,23.0,Male,Married,28.0,Bachelor's,Life Sciences,,6.6,2022-01-01,0
945,Lisa,Rodriguez,40.0,Female,Married,3.0,Bachelor's,Life Sciences,2.0,17.0,2019-01-01,0
946,Jessica,Brown,56.0,Female,Divorced,5.0,Bachelor's,Technical Degree,2.0,24.0,2017-12-31,0
947,Mary,Garcia,24.0,Female,Single,2.0,No Degree,Technical Degree,1.0,6.6,2017-12-31,0
949,Matthew,Moore,37.0,Male,Married,1.0,Bachelor's,LIFE SCIENCES,1.0,9.0,2015-01-01,0
951,Sarah,Anderson,29.0,Female,Marrid,27.0,Bachelor's,Medical,4.0,11.0,2016-01-01,0
952,Richard,Martin,48.0,Male,Single,6.0,bachelor's,Life Sciences,2.0,19.0,2022-01-01,0
953,Thomas,Thomas,48.0,Male,Single,10.0,Bachelor's,Technical Degree,6.0,20.0,2020-01-01,0
954,Richard,Brown,,Male,Single,12.0,Bachelor's,Life Sciences,0.0,22.0,2003-01-01,1
955,Barbara,Williams,31.0,Female,Single,8.0,Bachelor's,Life Sciences,1.0,1.1,2023-01-01,1
956,Mark,Garcia,31.0,Male,Married,20.0,Bachelor's,Life Sciences,0.0,3.3,2022-01-01,1
957,Mark,Williams,32.0,male,Married,7.0,Bachelor's,Life Sciences,1.0,14.3,2011-01-01,0
958,Christopher,Lopez,,Male,Divorced,2.0,No Degree,Technical Degree,3.0,3.3,2024-01-01,0
959,Robert,Moore,38.0,Male,Divorced,2.0,Some College,Medical,0.0,22.0,2003-01-01,0
960,Paul,Martinez,37.0,Male,Singel,10.0,Master's,Medical,1.0,10.0,2014-01-01,0
961,Thomas,Garcia,,male,Single,2.0,Some College,Technical Degre,1.0,1.1,2023-01-01,1
962,David,Lopez,30.0,mAle,singled,7.0,No Degre,Marketing,0.0,4.4,2020-12-31,0
965,Barbara,Davis,32.0,Female,Single,9.0,Bachelor,Medcial,7.0,11.0,2019-01-01,1
966,Ashley,Smith,52.0,Female,Married,9.0,Some College,Life Siences,3.0,9.9,2020-01-01,0
967,Nancy,Moore,36.0,Female,Married,1.0,Bachelor's,Oter,0.0,10.0,2015-01-01,0
968,Andrew,Lopez,45.0,mAle,Divorced,7.0,Bachelor's,life sciences,2.0,25.0,,0
969,Mark,Moore,25.0,Male,Single,9.0,Bachelor's,Marketing,1.0,7.7,2016-12-31,0
971,Jennifer,Williams,,Female,Single,1.0,NO DEGREE,TECHNICAL DEGREE,0.0,,2024-01-01,1
972,Thomas,Gonzalez,31.0,Male,Divorced,20.0,Bachelor's,Life Sciences,1.0,10.0,2014-01-01,0
973,Donald,Taylor,38.0,Mail,Single,23.0,Bachelor's,Life Sciences,0.0,,2015-01-01,0
974,Anthony,Wilson,36.0,male,Single,3.0,Bachelor's,Technical Degree,4.0,10.0,2016-01-01,0
975,Andrew,Williams,33.0,Male,Single,17.0,BACHELOR'S,Life Sciences,1.0,10.0,2014-01-01,0
976,William,Hernandez,39.0,Male,Divorced,20.0,Bachleors,Life Siences,2.0,7.0,2022-01-01,0
977,Robert,Anderson,32.0,Male,Single,21.0,Master's,Life Sciences,1.0,11.0,2014-01-01,0
978,Mark,Taylor,38.0,Mail,Married,2.0,Bachelor's,Medical,4.0,7.0,2019-01-01,1
979,Nancy,Jones,29.0,Female,Singel,7.0,Master's,Medicale,1.0,12.1,2012-12-31,0
980,Paul,Jackson,37.0,Male,Divorced,10.0,Bachelor's,Medicale,6.0,18.7,2023-01-01,0
981,David,Jones,33.0,male,Married,,Bachelor's,Life Sciences,4.0,10.0,2016-01-01,0
982,Anthony,Taylor,29.0,Maale,Married,9.0,Bachelor's,Life Sciences,6.0,5.5,2023-01-01,0
983,John,Brown,25.0,Male,divorced,2.0,No Degre,Other,6.0,7.7,2022-01-01,0
984,Dorothy,Jones,28.0,Female,Single,1.0,Some College,Medical,1.0,13.2,2012-01-01,0
986,David,Hernandez,31.0,Male,Married,2.0,Bachleors,Human Resources,1.0,5.0,2019-01-01,0
987,Joseph,Lopez,29.0,Male,Married,7.0,Master's,Life Science,3.0,13.0,2016-12-31,1
988,Dorothy,Martinez,27.0,Female,Married,10.0,Bachelor's,Marketing,1.0,6.0,2017-12-31,0
989,Jennifer,Rodriguez,58.0,Femle,Married,28.0,Bachelor's,Marketing,4.0,24.2,2006-01-01,0
990,Richard,Moore,22.0,Male,Single,7.0,No Degree,Life Sciences,1.0,1.0,2023-01-01,1
991,Sarah,Jones,27.0,Female,Married,22.0,Bachelor's,Human Resource,1.0,1.0,2023-01-01,1
992,Thomas,Martin,52.0,Male,Married,3.0,Master's,Marketing,1.0,37.4,1990-01-01,0
993,Paul,Williams,54.0,Male,Single,7.0,Bachelor's,Life Sciences,4.0,37.0,2017-12-31,0
994,Steven,Garcia,31.0,Male,DIVORCED,8.0,Some College,Life Sciences,1.0,,2011-01-01,0
996,Barbara,Garcia,45.0,Female,Divorsed,4.0,Some College,Life Sciences,4.0,9.0,2019-01-01,0
997,Kenneth,Martin,29.0,Mail,Single,3.0,NO DEGREE,Medical,1.0,11.0,2014-01-01,0
998,Lisa,Jackson,27.0,Female,Divorced,1.0,Bachelor's,Life Sciences,1.0,3.3,2020-12-31,0
999,Patricia,Smith,36.0,Femle,Maried,17.0,No Degre,Life Sciences,,20.0,2004-12-31,0
1001,Emily,Rodriguez,50.0,Female,Single,12.0,Bachelor's,Marketing,4.0,17.6,2022-01-01,0
1002,Richard,Jackson,20.0,Male,Married,1.0,Some College,Life Sciences,6.0,4.0,2022-01-01,0
1003,Anthony,Martin,30.0,Male,Single,25.0,Master's,Life Sciences,1.0,1.0,2023-01-01,1
1005,Paul,Martinez,,Male,singled,2.0,Bachelor's,Medical,,38.5,2015-01-01,0
1006,Thomas,Thomas,,Male,Divorced,7.0,Some College,Life Sciences,1.0,9.0,2015-01-01,0
1008,Karen,Anderson,43.0,Female,Married,16.0,Bachelor's,Marketing,5.0,22.0,2007-01-01,0
1009,Jennifer,Johnson,21.0,Female,Single,4.0,no degree,Medical,,3.3,2020-12-31,0
1010,Elizabeth,Anderson,44.0,Female,Divorsed,1.0,Doctoral/Professional,Marketting,5.0,9.9,2020-01-01,0
1011,Anthony,Thomas,25.0,MALE,Divorcd,10.0,Some College,Life Sciences,1.0,9.9,2015-01-01,0
1012,Mark,Miller,52.0,Male,Married,19.0,Master's,Medical,2.0,17.6,2015-01-01,0
1013,Christopher,Martin,30.0,Male,Single,5.0,Master's,Life Sciences,8.0,8.8,2023-01-01,0
1014,William,Hernandez,30.0,M,Married,2.0,Bachelor's,Life Sciences,1.0,12.1,2012-12-31,0
1015,Christopher,Lopez,48.0,mAle,Divorced,1.0,Some College,Medical,9.0,35.2,2019-01-01,0
1016,Betty,Jones,49.0,Female,Single,11.0,Some College,Technical Degree,3.0,29.0,2019-01-01,0
1017,Daniel,Taylor,27.0,MALE,Married,17.0,Bachelor's,Technical Degree,0.0,6.0,2019-01-01,0
1018,Paul,Brown,27.0,Male,Married,3.0,Bachelor's,Medical,1.0,0.0,2024-01-01,0
1019,Christopher,Davis,53.0,MALE,Sngle,6.0,Bachelor's,Life Sciences,2.0,19.0,2022-01-01,0
1020,Sandra,Brown,38.0,Female,Divorced,6.0,Bachelor's,Medical,,17.0,2011-01-01,0
1021,Sarah,Anderson,46.0,Female,Married,7.0,Master's,Medical,2.0,7.0,2023-01-01,1
1022,Jessica,Jones,44.0,Female,Single,1.0,masters,Life Sciences,4.0,11.0,2022-01-01,0
1023,Linda,Johnson,24.0,Female,Married,23.0,Bachelor's,Marketing,7.0,5.5,2022-01-01,0
1024,Thomas,Gonzalez,31.0,Male,Divorced,9.0,No Degree,Life Sciences,1.0,14.3,,0
1025,Kenneth,Wilson,36.0,male,SINGLE,10.0,Master's,Medical,1.0,11.0,2014-01-01,0
1026,Jessica,Garcia,31.0,Female,Single,1.0,Master's,Life Sciences,1.0,,2023-01-01,1
1027,Lisa,Jackson,19.0,Female,Single,12.0,Bachelor's,Life Sciences,1.0,1.0,2023-01-01,1
1029,David,Thomas,31.0,Male,Married,14.0,Bachelor,Medical,5.0,8.8,2019-01-01,1
1030,Steven,Anderson,31.0,Male,Divorced,7.0,Bachelor's,Marketing,4.0,14.3,2016-12-31,0
1031,Donald,Martinez,26.0,Male,Divorced,16.0,Master's,Medical,2.0,5.0,2020-12-31,1
1032,Ashley,Smith,45.0,Femaale,Single,2.0,Bachelor's,Life Sciences,1.0,1.1,2023-01-01,0
1035,Jessica,Miller,44.0,Female,Marriied,10.0,BACHELOR'S,Life Sciences,5.0,14.0,2016-01-01,1
1036,Andrew,Lopez,34.0,Male,Single,2.0,None,Human Resources,1.0,10.0,2014-01-01,0
1037,Patricia,Johnson,34.0,Female,Divorced,8.0,Bachelor's,Technical Degree,1.0,17.0,2007-01-01,0
1040,Thomas,Moore,19.0,Male,singled,2.0,Bachelor's,Life Sciences,1.0,1.0,2023-01-01,1
1041,James,Brown,30.0,Maale,Singel,6.0,Mastr's,Medical,1.0,13.2,2012-12-31,0
1042,Anthony,Jones,27.0,Male,Divorcd,1.0,Master's,Life Sciences,1.0,11.0,2014-01-01,0
1044,Matthew,Lopez,36.0,Male,Divorced,10.0,Master's,Marketing,0.0,9.9,2016-01-01,0
1046,John,Jackson,30.0,Male,Divorced,5.0,Some College,Life Sciences,0.0,7.0,2017-12-31,0
1047,Paul,Miller,39.0,Male,Single,9.0,Bachelor's,Life Sciences,2.0,21.0,2017-12-31,0
1048,Nancy,Moore,26.0,Female,Single,1.0,Some College,Life Sciences,,11.0,2016-12-31,0
1049,Karen,Williams,40.0,FEMALE,Divorced,2.0,Bachelor's,Medical,0.0,11.0,2015-01-01,0
1050,Betty,Taylor,49.0,Female,Single,11.0,Master's,Marketing,3.0,8.8,2019-01-01,0
1051,Mark,Moore,34.0,Male,Married,2.0,No Degree,Life Sciences,1.0,11.0,2014-01-01,0
1052,Charles,Martin,42.0,male,Single,1.0,Bachelor's,Medicale,6.0,6.0,2020-01-01,0
1053,Kenneth,Brown,51.0,male,Single,21.0,Master's,Marketing,0.0,11.0,2014-01-01,1
1054,Barbara,Brown,56.0,Female,Married,9.0,Bachelor's,Medical,4.0,9.0,2023-01-01,0
1055,Betty,Lopez,26.0,Female,Maried,1.0,Bachelor's,Medical,1.0,3.0,2020-12-31,0
1056,Christopher,Moore,33.0,Male,Divorced,10.0,Bachelar's,Other,1.0,3.0,2020-12-31,0
1058,Susan,Martin,49.0,Female,Single,11.0,Master's,Marketting,3.0,8.0,2019-01-01,0
1059,Dorothy,Gonzalez,46.0,Female,Married,3.0,Bachelor's,LifeSciences,8.0,25.3,2011-01-01,0
1060,Dorothy,Johnson,41.0,FEMALE,Divorced,4.0,No Degree,Marketing,0.0,25.3,2001-12-31,0
1061,Patricia,Johnson,,female,Single,10.0,Bachelor's,Medical,9.0,9.9,2016-12-31,0
1063,Donald,Taylor,39.0,Male,Single,24.0,No Degree,Life Sciences,7.0,18.0,2016-12-31,0
1064,Mark,Jones,34.0,Male,Married,3.0,No Degree,Life Sciences,1.0,16.0,2008-01-01,1
1065,Donna,Taylor,51.0,Female,Divorced,7.0,Some College,Medical,3.0,28.6,2016-12-31,0
1066,William,Hernandez,25.0,Maale,Single,2.0,bachelors,Life Sciences,1.0,,2019-01-01,0
1067,Kenneth,Hernandez,35.0,Male,Marrid,27.0,Master's,Life Sciences,2.0,18.7,2016-12-31,0
1068,David,Gonzalez,26.0,Male,Single,25.0,Bachelor's,Life Sciences,1.0,1.1,2023-01-01,1
1070,Andrew,Hernandez,33.0,Maale,divored,10.0,NO DEGREE,Medical,7.0,8.0,2020-01-01,0
1071,Steven,Taylor,38.0,Male,Single,1.0,Bachelor's,Life Sciences,,20.0,2023-01-01,0
1072,Paul,Thomas,39.0,Male,Divorced,1.0,Bachelor's,Medicall,0.0,19.0,2006-01-01,0
1073,Emily,Martinez,27.0,Female,Divorced,28.0,Master's,Life Sciences,4.0,12.1,2016-12-31,0
1074,Ashley,Smith,33.0,Female,Married,5.0,MASTER'S,Life Sciences,1.0,2.0,2022-01-01,0
1075,Nancy,Hernandez,35.0,Female,MARRIED,8.0,Master's,Life Sciences,1.0,15.0,2009-12-31,0
1077,Andrew,Martinez,42.0,Male,Single,9.0,Some College,Other,8.0,26.4,2023-01-01,0
1078,James,Martin,36.0,Male,Single,2.0,BACHELOR'S,Life Sciences,5.0,6.0,2020-12-31,0
1079,Donald,Rodriguez,35.0,Male,Married,7.0,Master's,Medical,5.0,16.0,2019-01-01,0
1081,Joseph,Johnson,43.0,Male,Married,8.0,Master's,Other,9.0,13.2,2014-01-01,0
1082,Andrew,Thomas,53.0,Male,Divorced,1.0,Master's,Medical,2.0,31.0,2016-12-31,0
1083,David,Taylor,27.0,Male,Married,1.0,No Degree,Technical Degree,5.0,6.6,2022-01-01,0
1084,Kenneth,Gonzalez,25.0,Male,Married,8.0,Bachelor's,Life Sciences,0.0,4.0,2020-12-31,0
1085,William,Davis,46.0,Male,single,6.0,Bachelor,Life Siences,2.0,19.0,2022-01-01,0
1086,John,Jackson,43.0,Male,Single,29.0,bachelor's,Medical,5.0,9.9,2017-12-31,0
1088,James,Anderson,31.0,Male,Single,2.0,None,Life Sciences,4.0,,2017-12-31,0
1089,Christopher,Wilson,25.0,Male,single,10.0,Master's,Life Science,0.0,5.5,2020-01-01,0
1090,William,Wilson,26.0,Male,Married,9.0,Bachelor's,MEDICAL,1.0,5.5,2019-01-01,0
1091,Richard,Wilson,39.0,Mail,Divorced,1.0,No Degree,Life Sciences,,23.1,2003-01-01,0
1092,Steven,Martin,35.0,Male,Divorced,3.0,Master's,Life Sciences,6.0,13.2,2014-01-01,0
1093,Ashley,Johnson,39.0,Female,Divorcd,22.0,Bachelor's,Life Sciences,3.0,13.2,2017-12-31,0
1094,William,Taylor,35.0,Male,Divorced,10.0,Bachelor's,Medical,6.0,17.0,2023-01-01,1
1095,Susan,Moore,,Female,Single,4.0,Some College,Life Sciences,1.0,9.0,2015-01-01,0
1096,Christopher,Thomas,41.0,Male,Marrid,15.0,Some College,Life Sciences,1.0,14.0,2009-12-31,0
1097,Dorothy,Gonzalez,45.0,Female,Divorced,2.0,Master's,Life Sciences,6.0,31.9,2020-12-31,0
1098,Lisa,Garcia,34.0,Female,Divorced,3.0,Some College,Life Sciences,5.0,,2023-01-01,0
1099,Mark,Moore,48.0,Male,Married,20.0,Doctoral/Professional,Medical,2.0,32.0,1993-12-31,0
1100,Christopher,Moore,33.0,Male,Married,22.0,Some College,Marketing,,8.8,2016-12-31,0
1101,Nancy,Rodriguez,,Female,Divorced,26.0,No Degree,Technical degree,1.0,,2019-01-01,0
1102,Kenneth,Thomas,36.0,Male,Married,6.0,Masteer,Life Sciences,3.0,9.0,2020-12-31,0
1103,Susan,Davis,30.0,Female,Single,12.0,BACHELOR'S,Technical Degree,0.0,6.6,2019-01-01,0
1104,Sarah,Moore,19.0,Female,Single,1.0,no degree,Technical Degree,1.0,2.2,2022-01-01,0
1106,Thomas,Martinez,41.0,Male,divored,3.0,Bachelor's,Life Sciences,2.0,15.4,2019-01-01,0
1107,Susan,Thomas,27.0,Female,Divorced,3.0,No Degree,Medical,1.0,6.0,2017-12-31,0
1108,Christopher,Thomas,47.0,Maale,Married,1.0,Bachelor's,Technical Degree,7.0,17.0,2017-12-31,0
1109,Daniel,Moore,35.0,Male,Single,1.0,Master's,Marketing,0.0,,2008-12-31,1
1110,Charles,Martinez,28.0,Male,Sngle,1.0,Bachelor's,Technical Degree,2.0,5.0,2020-12-31,0
1111,Michael,Jackson,37.0,Male,Married,21.0,Master's,Life Sciences,3.0,8.8,2019-01-01,0
1112,Kimberly,Gonzalez,43.0,Female,Single,25.0,Bachelor's,Medical,3.0,22.0,2024-01-01,0
1114,William,Martinez,33.0,Male,Divorced,8.0,Master's,Marketing,0.0,6.0,2019-01-01,0
1115,John,Martinez,28.0,Male,Married,24.0,Bachelor's,Medical,1.0,1.0,2023-01-01,1
1117,Sandra,Rodriguez,,Female,Divorced,,Bachelor's,Life Sciences,1.0,7.7,2017-12-31,0
1118,Donald,Miller,34.0,MALE,SINGLE,7.0,Master's,Medical,1.0,1.1,2023-01-01,0
1120,Charles,Moore,35.0,Male,Single,18.0,Some Collge,Life Sciences,2.0,10.0,2022-01-01,0
1121,Charles,Jones,28.0,Maale,Divorced,8.0,Some College,Other,5.0,11.0,2016-01-01,0
1122,Michael,Martin,48.0,Male,Married,8.0,Some College,Technical Degree,3.0,18.0,2020-01-01,0
1123,Andrew,Davis,30.0,Male,Married,5.0,Some College,Life Sciences,1.0,11.0,2014-01-01,0
1124,Jessica,Johnson,38.0,feMALE,Married,26.0,Some College,medical,3.0,17.6,2023-01-01,0
1125,Steven,Davis,30.0,Male,Divorced,27.0,Doctoral/Professional,Marketing,7.0,10.0,2016-01-01,0
1126,Joseph,Johnson,38.0,Male,Divorced,2.0,Bachelor's,Human Resources,5.0,14.3,2012-12-31,0
1127,Michael,Wilson,24.0,Male,Single,4.0,Some College,Life Sciences,1.0,8.0,2016-01-01,0
1128,Christopher,Thomas,41.0,Male,Single,6.0,Bachelor's,Medical,,22.0,2006-01-01,0
1130,James,Moore,50.0,Male,Single,22.0,Doctoral/Professional,Medical,1.0,32.0,1992-01-01,0
1131,Elizabeth,Wilson,45.0,Female,Divorced,1.0,Master's,Medical,3.0,8.0,,0
1132,Donald,Thomas,29.0,M,Married,2.0,Bachelor,Life Sciences,0.0,6.0,2019-01-01,0
1134,Christopher,Martinez,20.0,Male,Single,4.0,Bachelor's,Technical Degree,1.0,1.0,2023-01-01,1
1135,Patricia,Williams,19.0,Femaale,Single,1.0,No Degree,Technical Degree,0.0,1.0,2024-01-01,1
1136,Emily,Davis,28.0,Female,Married,12.0,No degree,Life Sciences,1.0,,2023-01-01,0
1137,Paul,Johnson,28.0,male,Married,9.0,Bachelor's,Human Resources,0.0,,2012-12-31,0
1139,David,Johnson,36.0,Male,Divorced,,Master's,Tech Degree,4.0,13.2,2016-12-31,0
1140,Matthew,Thomas,53.0,male,Married,1.0,Some College,Life Siences,3.0,26.4,2023-01-01,0
1141,David,Martinez,47.0,Male,Married,2.0,Bachelor's,Medical,2.0,17.0,2015-01-01,0
1142,John,Smith,32.0,Male,Married,10.0,Master's,Technical Degree,1.0,8.8,2016-01-01,0
1143,Thomas,Jackson,26.0,MALE,Single,25.0,Bachelor's,Life Sciences,1.0,,2023-01-01,1
1144,Donna,Brown,38.0,Female,Married,2.0,Some College,Life Sciences,4.0,7.0,2020-01-01,0
1145,Lisa,Martinez,40.0,Female,Married,,Bachelor's,Medical,6.0,22.0,2023-01-01,0
1146,Mark,Moore,34.0,Male,Single,1.0,Bachelor's,Marketing,1.0,15.4,2009-12-31,0
1147,Dorothy,Thomas,39.0,Female,Married,8.0,No Degree,Life Sciences,,8.8,2016-01-01,0
1149,Mark,Rodriguez,28.0,Male,Single,24.0,Some College,Technical Degree,1.0,11.0,2014-01-01,1
1150,Richard,Brown,50.0,Male,Divorced,,Bachelor's,Marketing,4.0,20.0,2020-12-31,1
1151,Christopher,Garcia,34.0,Male,Married,9.0,Master's,Life Siences,4.0,12.1,2016-12-31,1
1152,Mark,Rodriguez,50.0,Male,married,,master's,Marketing,1.0,34.0,1990-01-01,1
1153,David,Smith,22.0,Male,Married,10.0,Bachelor's,Medical,0.0,3.3,2022-01-01,0
1155,Andrew,Miller,30.0,Male,Divorced,27.0,Doctoral/Professional,Marketing,7.0,11.0,2016-01-01,0
1156,David,Martin,44.0,Male,SINGLE,5.0,Bachelor's,Life Sciences,3.0,7.0,2019-01-01,0
1157,Matthew,Wilson,23.0,M,Married,18.0,No Degree,Life Sciences,2.0,,2020-12-31,0
1158,Dorothy,Hernandez,48.0,Female,Single,12.0,BACHELOR'S,Marketing,4.0,17.6,2022-01-01,0
1159,Jennifer,Gonzalez,30.0,FEMALE,Married,8.0,Som College,Technical Degree,1.0,13.0,2011-01-01,0
1160,Michael,Garcia,50.0,Male,Single,5.0,Bachelor's,Life Sciences,9.0,10.0,2016-01-01,0
1161,William,Thomas,26.0,Male,Married,1.0,Some College,medical,1.0,6.6,2019-01-01,0
1162,Christopher,Davis,29.0,Male,MARRIED,,Master's,Life Sciences,4.0,12.0,2016-12-31,1
1163,James,Rodriguez,35.0,male,divorced,15.0,Some College,Medical,6.0,7.7,2022-01-01,1
1164,Matthew,Davis,36.0,Male,Married,29.0,Bachelor's,Technical Degree,3.0,9.9,2016-12-31,0
1168,Mary,Rodriguez,45.0,Female,Divorced,2.0,Master's,Life Sciences,6.0,29.0,2020-12-31,0
1169,Daniel,Davis,42.0,Male,single,9.0,Some College,Other,8.0,24.0,2023-01-01,0
1170,Patricia,Brown,29.0,Female,Single,1.0,Bachelar's,Life Sciences,1.0,3.0,2020-12-31,1
1171,Mark,Martinez,42.0,M,Singel,4.0,Master's,Marketing,7.0,9.0,2017-12-31,0
1174,Michael,Martinez,27.0,Male,Divorced,2.0,No Degree,Life Sciences,1.0,6.6,2017-12-31,0
1175,Daniel,Martin,33.0,Male,Married,28.0,Bachelor's,Life Sciences,1.0,11.0,2014-01-01,0
1176,Joseph,Davis,54.0,Male,Married,9.0,Bachelor's,medical,7.0,33.0,2014-01-01,0
1177,Barbara,Thomas,48.0,Female,Single,11.0,Bachelor's,Life Sciences,3.0,21.0,2019-01-01,0
1178,Barbara,Anderson,24.0,F,Divorced,1.0,No Degree,Medical,,5.0,2019-01-01,0
1179,Donna,Lopez,39.0,F,DIVORCED,22.0,Bachelor's,Life Sciences,3.0,12.0,2017-12-31,0
1183,Donna,Williams,27.0,FEMALE,Single,5.0,Bachelor's,Life Sciences,1.0,4.0,2020-01-01,0
1184,Dorothy,Anderson,35.0,Femle,Divorced,1.0,Master's,Medical,2.0,15.0,2019-01-01,0
1185,Steven,Lopez,32.0,Male,Married,4.0,Bachelor's,Life Sciences,2.0,9.9,2019-01-01,0
1186,Jennifer,Jackson,35.0,Female,Married,,Bachelor's,Life Sciences,1.0,17.0,2007-01-01,0
1187,Linda,Johnson,,Female,Married,20.0,Bachelar's,Technical Degree,0.0,2.2,2023-01-01,0
1188,Kimberly,Taylor,41.0,Female,Married,27.0,Bachelor's,Life Sciences,8.0,19.8,2016-01-01,0
1189,Susan,Jackson,32.0,Female,Single,5.0,Bachelor's,Medical,2.0,,2012-12-31,0
1191,Elizabeth,Hernandez,33.0,Female,Sngle,10.0,Master's,Medicall,3.0,10.0,2019-01-01,0
1192,Steven,Anderson,33.0,Male,Married,18.0,Master's,Medical,0.0,6.6,,0
1193,Linda,Miller,31.0,Female,Single,16.0,Bachelor's,Marketing,5.0,6.0,2020-12-31,1
1194,Andrew,Thomas,34.0,Male,singled,5.0,Some College,Life Sciences,8.0,17.6,2011-01-01,0
1195,Robert,Taylor,38.0,Male,Single,2.0,Some College,Marketing,7.0,10.0,2023-01-01,0
1197,Mark,Jones,35.0,Male,Single,,SOME COLLEGE,Other,4.0,9.9,2020-12-31,0
1199,Sandra,Jackson,36.0,Female,Single,2.0,Master's,Life Sciences,,18.0,2008-01-01,0
1200,Patricia,Moore,33.0,Female,Marriied,9.0,Bachelor's,Life Sciences,1.0,17.0,2007-01-01,0
1201,Sandra,Martinez,54.0,Female,Single,1.0,Bachelor's,Medical,6.0,31.9,2004-01-01,0
1202,James,Gonzalez,,Male,Single,21.0,Master's,Life Science,1.0,10.0,2014-01-01,0
1204,Richard,Jackson,38.0,Male,divored,2.0,Bachelor's,Human Resources,5.0,13.0,2012-12-31,0
1205,Jennifer,Johnson,30.0,Female,Single,1.0,Some College,Medical,1.0,12.0,2012-01-01,0
1206,Anthony,Lopez,34.0,Male,Single,7.0,Bachelor's,Life Sciences,2.0,15.0,2020-01-01,0
1207,Jennifer,Moore,32.0,Femaale,Married,5.0,Some College,Life Sciences,3.0,12.0,2016-12-31,0
1208,Patricia,Williams,44.0,Female,Married,15.0,Bachelor's,Medical,1.0,11.0,2014-01-01,1
1210,Karen,Wilson,30.0,Female,married,5.0,SOME COLLEGE,Life Sciences,3.0,13.2,2016-12-31,0
1211,Elizabeth,Jones,40.0,Female,Married,3.0,Bachelor's,Life Sciences,2.0,,2019-01-01,0
