payment_id,borrower_id,payment_date,payment_type,amount_usd,on_time,processor_ref
1308,165,2023-06-29,Scheduled Installment,5268.51,Yes,Betty Jones
1309,165,2023-12-28,Balance Transfer,3174.54,No,Kimberly Gonzalez
1310,165,2022-12-04,Advance Payment,3347.21,Yes,Thomas Martinez
1311,165,2021-08-20,Early Repayment,2628.33,Yes,James Anderson
1312,165,2020-08-22,Advance Payment,4371.1,Yes,Mark Williams
1313,165,2020-01-29,Restructured Payment,4222.13,Yes,Andrew Martinez
1314,166,2023-12-04,Partial Payment,13710.48,Yes,Anthony Smith
1315,166,2023-06-03,Minimum Payment,13956.18,Yes,Margaret Smith
1316,167,2023-03-05,Fee Payment,3731.55,No,Sandra Anderson
1317,167,2023-04-22,Advance Payment,3556.53,Yes,Nancy Johnson
1318,167,2022-01-28,Restructured Payment,3108.57,Yes,Jennifer Miller
1319,167,2022-06-20,Early Repayment,3195.46,Yes,Anthony Rodriguez
1320,167,2021-12-25,Scheduled Installment,2745.64,No,Susan Brown
1321,167,2021-09-14,Late Payment Recovery,2416.55,Yes,David Wilson
1322,167,2021-09-10,Fee Payment,3357.93,Yes,Kimberly Anderson
1323,167,2020-04-24,Advance Payment,2932.37,Yes,Barbara Davis
1324,167,2020-09-06,Advance Payment,3198.79,Yes,Kimberly Davis
1325,167,2020-04-16,Late Payment Recovery,3137.06,No,Linda Moore
1326,168,2023-01-15,Early Repayment,21536.09,No,Richard Thomas
1327,168,2023-11-01,Scheduled Installment,17979.28,Yes,Robert Thomas
1328,168,2022-09-19,Partial Payment,12297.46,Yes,Jennifer Martinez
1329,168,2021-06-24,Balance Transfer,12261.42,Yes,Jennifer Williams
1330,168,2020-01-24,Scheduled Installment,14496.86,No,Betty Thomas
1331,168,2020-02-26,Early Repayment,21629.07,Yes,James Jackson
1332,168,2020-12-24,Minimum Payment,20299.7,No,Mark Williams
1333,169,2023-06-28,Early Repayment,14212.02,Yes,Thomas Rodriguez
1334,169,2023-10-23,Fee Payment,9280.94,Yes,Michael Brown
1335,169,2022-10-13,Early Repayment,9345.07,Yes,Sarah Brown
1336,169,2022-08-27,Late Payment Recovery,13929.39,No,Sandra Brown
1337,169,2021-10-28,Advance Payment,13959.86,Yes,Anthony Garcia
1338,169,2021-10-21,Late Payment Recovery,10591.24,No,Margaret Jones
1339,169,2021-03-18,Early Repayment,9941.87,Yes,Patricia Thomas
1340,169,2020-03-10,Fee Payment,11788.52,Yes,Patricia Thomas
1341,170,2023-12-22,Fee Payment,6868.56,Yes,Kimberly Smith
1342,170,2023-12-29,Early Repayment,5723.74,Yes,Barbara Smith
1343,170,2022-01-07,Restructured Payment,4769.09,Yes,Betty Williams
1344,170,2022-10-25,Balance Transfer,3842.08,No,Dorothy Wilson
1345,170,2022-09-12,Scheduled Installment,3674.66,No,Kimberly Brown
1346,170,2021-07-06,Early Repayment,5201.26,Yes,Mark Miller
1347,170,2021-10-02,Late Payment Recovery,5713.59,Yes,Sarah Jackson
1348,170,2021-03-25,Balance Transfer,5393.45,Yes,Sarah Gonzalez
1349,171,2023-10-19,Early Repayment,5762.1,Yes,Joseph Jones
1350,171,2023-06-25,Minimum Payment,5112.09,Yes,Jessica Anderson
1351,171,2022-11-14,Fee Payment,7556.34,Yes,Susan Wilson
1352,171,2022-11-30,Partial Payment,7702.08,Yes,Richard Garcia
1353,171,2021-06-04,Late Payment Recovery,7777.95,Yes,Jennifer Jackson
1354,171,2021-02-22,Scheduled Installment,7204.99,Yes,Donna Martin
1355,171,2021-03-28,Early Repayment,5889.64,Yes,Margaret Lopez
1356,171,2020-12-30,Fee Payment,6210.92,Yes,Sarah Hernandez
1357,171,2020-11-29,Scheduled Installment,4682.34,Yes,Betty Martinez
1358,171,2020-06-29,Late Payment Recovery,6784.76,No,Susan Rodriguez
1359,172,2023-11-25,Partial Payment,19271.43,Yes,Anthony Williams
1360,172,2023-10-25,Early Repayment,14726.58,Yes,Karen Martinez
1361,172,2023-02-21,Fee Payment,12468.18,No,Nancy Lopez
1362,172,2022-03-12,Advance Payment,14118.57,Yes,Kimberly Williams
1363,172,2022-07-31,Advance Payment,14632.53,Yes,Betty Wilson
1364,172,2022-08-21,Minimum Payment,14732.07,Yes,Elizabeth Taylor
1365,172,2021-07-10,Balance Transfer,13878.58,No,Charles Brown
1366,172,2021-02-06,Late Payment Recovery,14825.24,Yes,Betty Miller
1367,173,2023-09-27,Balance Transfer,5269.24,Yes,James Martinez
1368,173,2023-05-26,Partial Payment,4754.27,Yes,Jennifer Smith
1369,174,2022-09-14,Minimum Payment,8785.39,No,Lisa Miller
1370,174,2022-06-10,Early Repayment,8003.09,No,Elizabeth Martinez
1371,174,2022-07-08,Fee Payment,8531.96,No,Lisa Lopez
1372,174,2021-05-15,Fee Payment,7329.68,Yes,William Miller
1373,174,2021-11-07,Partial Payment,5151.17,Yes,Dorothy Lopez
1374,174,2021-12-13,Restructured Payment,7026.02,Yes,Betty Hernandez
1375,174,2020-01-24,Balance Transfer,5834.19,Yes,Matthew Hernandez
1376,174,2020-04-19,Fee Payment,8999.42,Yes,Lisa Jackson
1377,175,2023-08-06,Scheduled Installment,3886.54,Yes,Kimberly Davis
1378,175,2023-03-05,Balance Transfer,5881.3,Yes,Matthew Gonzalez
1379,175,2023-08-05,Fee Payment,3686.32,No,Matthew Johnson
1380,175,2023-03-11,Minimum Payment,4026.58,Yes,Kimberly Brown
1381,176,2023-09-02,Advance Payment,9067.95,Yes,Robert Jackson
1382,176,2023-01-20,Balance Transfer,14460.09,Yes,Susan Brown
1383,176,2023-04-03,Restructured Payment,12293.46,No,Mary Hernandez
1384,176,2022-01-23,Late Payment Recovery,10733.09,No,James Jones
1385,176,2022-05-02,Early Repayment,10235.23,Yes,Mary Johnson
1386,176,2023-01-01,Early Repayment,11153.61,Yes,Michael Lopez
1387,176,2021-12-03,Fee Payment,12527.85,Yes,Christopher Smith
1388,176,2020-04-05,Fee Payment,8885.46,No,Jennifer Martinez
1389,177,2023-08-31,Restructured Payment,6039.3,No,Mary Jackson
1390,177,2023-01-25,Balance Transfer,7105.98,Yes,Ashley Jackson
1391,177,2022-06-30,Late Payment Recovery,5529.58,Yes,Kimberly Martinez
1392,177,2022-03-27,Restructured Payment,6445.09,Yes,Margaret Lopez
1393,177,2022-08-12,Early Repayment,4259.77,No,Emily Taylor
1394,177,2021-04-09,Restructured Payment,6032.08,Yes,Jessica Martinez
1395,177,2021-05-24,Minimum Payment,6344.53,No,Barbara Johnson
1396,177,2020-02-01,Restructured Payment,5889.95,Yes,Steven Martin
1397,177,2020-03-16,Fee Payment,4455.2,No,Mary Anderson
1398,178,2023-11-03,Early Repayment,22476.0,Yes,Anthony Thomas
1399,178,2023-05-12,Fee Payment,26793.2,Yes,Steven Lopez
1400,178,2023-04-02,Restructured Payment,18718.52,Yes,Patricia Rodriguez
1401,179,2023-01-31,Scheduled Installment,14613.29,Yes,Betty Martin
1402,179,2022-12-11,Partial Payment,16030.24,No,Mary Johnson
1403,179,2022-02-28,Advance Payment,14078.63,No,Margaret Jones
1404,179,2022-05-09,Minimum Payment,9721.97,Yes,Karen Martinez
1405,179,2021-01-23,Advance Payment,11115.3,No,Richard Brown
1406,179,2020-02-22,Partial Payment,13512.95,Yes,Sarah Smith
1407,179,2020-01-15,Advance Payment,14186.5,No,Susan Thomas
1408,180,2023-04-29,Restructured Payment,5597.0,Yes,Jessica Wilson
1409,180,2023-01-28,Restructured Payment,5953.96,No,Matthew Williams
1410,180,2023-10-20,Advance Payment,3426.79,Yes,Donald Jackson
1411,180,2022-08-06,Balance Transfer,4838.36,Yes,Jessica Martin
1412,180,2022-06-20,Partial Payment,4135.76,Yes,Donna Martin
1413,180,2021-06-08,Balance Transfer,3743.65,Yes,Dorothy Wilson
1414,180,2021-01-15,Late Payment Recovery,5051.24,Yes,Linda Taylor
1415,180,2020-05-06,Scheduled Installment,3298.32,Yes,Karen Lopez
1416,180,2020-03-28,Scheduled Installment,4122.53,Yes,Emily Johnson
1417,181,2023-09-02,Fee Payment,10247.76,No,Jessica Rodriguez
1418,181,2023-05-11,Late Payment Recovery,11532.22,No,Mark Anderson
1419,181,2023-06-17,Fee Payment,12111.86,Yes,Jessica Rodriguez
1420,181,2022-01-23,Fee Payment,11487.24,Yes,Robert Williams
1421,181,2021-05-23,Early Repayment,10943.11,Yes,Susan Miller
1422,181,2020-07-16,Partial Payment,7853.6,Yes,James Moore
1423,181,2020-10-23,Early Repayment,9371.39,Yes,Jennifer Martin
1424,182,2023-08-07,Restructured Payment,15846.56,Yes,Barbara Jackson
1425,182,2023-02-11,Advance Payment,15137.24,Yes,Nancy Rodriguez
1426,182,2022-06-18,Balance Transfer,8528.36,Yes,Lisa Johnson
1427,182,2022-09-12,Fee Payment,10120.21,Yes,Sandra Brown
1428,182,2022-10-09,Early Repayment,10787.03,No,David Williams
1429,182,2021-11-29,Late Payment Recovery,11107.94,Yes,Mary Williams
1430,182,2020-03-17,Scheduled Installment,14335.03,Yes,David Anderson
1431,182,2020-07-18,Fee Payment,11304.41,Yes,Steven Martin
1432,183,2023-06-10,Minimum Payment,5373.9,Yes,Lisa Garcia
1433,183,2023-07-02,Balance Transfer,3825.75,Yes,Ashley Davis
1434,183,2023-11-26,Partial Payment,5330.32,Yes,Christopher Taylor
1435,183,2023-02-05,Fee Payment,5184.97,Yes,Margaret Williams
1436,183,2023-03-16,Fee Payment,4125.77,Yes,Sandra Martin
1437,183,2022-07-16,Balance Transfer,3134.32,Yes,Linda Williams
1438,183,2022-02-23,Restructured Payment,4854.34,Yes,Linda Lopez
1439,183,2022-11-27,Restructured Payment,2910.81,No,Charles Gonzalez
1440,183,2021-11-05,Balance Transfer,3680.01,Yes,Charles Jones
1441,183,2020-05-28,Fee Payment,3132.71,Yes,Donna Gonzalez
1442,183,2020-03-16,Restructured Payment,3728.52,Yes,Andrew Brown
1443,184,2023-11-09,Late Payment Recovery,7012.13,Yes,Anthony Rodriguez
1444,184,2023-11-10,Fee Payment,6523.5,Yes,Daniel Moore
1445,184,2023-08-07,Fee Payment,3899.55,No,Steven Rodriguez
1446,184,2022-10-10,Advance Payment,6156.88,Yes,Susan Thomas
1447,184,2022-01-19,Partial Payment,4010.28,Yes,Donald Johnson
1448,184,2021-10-25,Partial Payment,5091.71,Yes,James Williams
1449,184,2021-03-27,Late Payment Recovery,5521.25,Yes,Donna Gonzalez
1450,184,2021-10-21,Restructured Payment,6131.11,Yes,Barbara Johnson
1451,184,2020-07-25,Partial Payment,6177.37,Yes,Barbara Martinez
1452,185,2023-07-19,Restructured Payment,6049.78,Yes,Susan Anderson
1453,185,2023-11-29,Partial Payment,4757.3,No,William Miller
1454,185,2022-10-02,Fee Payment,3421.77,Yes,Kenneth Martin
1455,185,2022-02-28,Minimum Payment,5664.01,No,Nancy Moore
1456,185,2022-05-07,Scheduled Installment,4608.61,No,Kimberly Miller
1457,185,2021-10-18,Balance Transfer,5536.55,No,Sandra Johnson
1458,185,2020-10-06,Fee Payment,3142.57,Yes,Donna Moore
1459,185,2020-01-19,Minimum Payment,3354.44,No,Paul Gonzalez
1460,185,2020-05-09,Early Repayment,3183.88,Yes,Christopher Moore
1461,186,2023-01-21,Restructured Payment,12654.05,Yes,Andrew Lopez
1462,186,2023-07-12,Partial Payment,13090.55,No,James Williams
1463,186,2022-11-15,Balance Transfer,10997.24,Yes,Paul Taylor
1464,186,2021-11-22,Restructured Payment,13371.89,Yes,Paul Jackson
1465,186,2021-02-01,Advance Payment,8550.4,Yes,Matthew Hernandez
1466,186,2021-08-05,Early Repayment,12063.16,Yes,Sandra Miller
1467,186,2020-07-05,Late Payment Recovery,10841.76,Yes,Mark Martin
1468,186,2020-06-26,Early Repayment,9118.36,Yes,Jessica Gonzalez
1469,186,2020-07-23,Early Repayment,8531.06,Yes,Barbara Lopez
1470,187,2023-08-04,Scheduled Installment,13171.26,No,Ashley Williams
1471,187,2023-04-24,Scheduled Installment,18709.13,No,Elizabeth Jackson
1472,187,2023-11-26,Partial Payment,16441.31,Yes,Anthony Jones
1473,187,2023-09-11,Balance Transfer,12015.38,Yes,Patricia Smith
1474,187,2023-08-11,Restructured Payment,14192.23,Yes,Mark Williams
1475,187,2022-02-25,Early Repayment,10782.2,Yes,James Taylor
1476,187,2022-01-11,Restructured Payment,11056.05,Yes,Patricia Taylor
1477,187,2022-05-06,Partial Payment,12727.09,No,Kimberly Martin
1478,187,2021-06-25,Partial Payment,8950.19,Yes,Mark Moore
1479,187,2021-09-06,Fee Payment,12613.03,Yes,Barbara Smith
1480,187,2020-09-30,Early Repayment,10924.56,No,Daniel Gonzalez
1481,187,2020-03-14,Minimum Payment,12263.19,Yes,Donald Anderson
1482,187,2020-03-01,Partial Payment,14109.78,No,Betty Lopez
1483,188,2023-12-16,Minimum Payment,19143.58,Yes,Betty Davis
1484,188,2023-04-03,Partial Payment,13040.89,Yes,Donna Jones
1485,188,2023-10-22,Partial Payment,13655.6,Yes,Mary Taylor
1486,188,2023-11-19,Restructured Payment,12907.53,No,Kimberly Brown
1487,188,2023-08-07,Balance Transfer,14694.04,Yes,Sandra Wilson
1488,188,2023-11-15,Scheduled Installment,17864.52,No,Linda Miller
1489,188,2022-07-04,Balance Transfer,8972.03,Yes,Joseph Jackson
1490,188,2021-08-21,Balance Transfer,15417.55,Yes,Robert Gonzalez
1491,188,2021-11-01,Balance Transfer,11088.09,Yes,Betty Taylor
1492,188,2020-04-08,Advance Payment,13043.47,Yes,Emily Davis
1493,188,2020-09-05,Restructured Payment,10611.19,No,Daniel Jackson
1494,188,2020-02-12,Balance Transfer,10310.54,Yes,Richard Rodriguez
1495,189,2023-10-31,Fee Payment,3924.07,No,Margaret Thomas
1496,189,2023-07-15,Late Payment Recovery,4397.98,No,William Thomas
1497,189,2023-02-02,Advance Payment,2423.36,No,Anthony Moore
1498,189,2023-11-05,Balance Transfer,3673.36,Yes,Joseph Moore
1499,189,2022-10-20,Late Payment Recovery,2370.25,Yes,Elizabeth Smith
1500,189,2021-07-13,Balance Transfer,3591.27,Yes,Margaret Rodriguez
1501,190,2023-11-20,Late Payment Recovery,4798.45,Yes,Anthony Thomas
1502,190,2023-07-08,Balance Transfer,5992.11,Yes,Mary Johnson
1503,190,2023-10-18,Scheduled Installment,5698.3,Yes,Betty Johnson
1504,190,2022-10-21,Fee Payment,5653.51,Yes,Jessica Moore
1505,190,2022-03-28,Fee Payment,6127.59,Yes,Donna Miller
1506,190,2022-06-19,Advance Payment,6537.49,Yes,Michael Davis
1507,190,2021-06-20,Restructured Payment,7133.17,Yes,Linda Gonzalez
1508,190,2020-08-17,Late Payment Recovery,4269.23,Yes,Betty Smith
1509,190,2020-08-07,Advance Payment,6771.63,Yes,Paul Moore
1510,190,2020-08-15,Restructured Payment,6855.47,Yes,Andrew Johnson
1511,191,2023-04-05,Restructured Payment,6689.22,Yes,Joseph Rodriguez
1512,191,2023-12-22,Restructured Payment,6510.68,Yes,Sandra Miller
1513,191,2023-09-23,Partial Payment,5129.16,Yes,Karen Jackson
1514,192,2023-11-11,Advance Payment,8046.32,Yes,Dorothy Garcia
1515,192,2023-03-03,Minimum Payment,7676.62,Yes,Elizabeth Jones
1516,192,2023-09-30,Restructured Payment,7344.03,Yes,Mary Thomas
1517,192,2022-10-07,Minimum Payment,4306.07,No,Margaret Martin
1518,192,2022-06-30,Late Payment Recovery,6686.67,Yes,Donna Taylor
1519,192,2021-11-07,Early Repayment,4813.23,Yes,Andrew Taylor
1520,192,2021-03-24,Late Payment Recovery,5683.71,No,Kimberly Rodriguez
1521,192,2020-02-06,Partial Payment,7745.07,No,Sarah Taylor
1522,192,2020-06-11,Minimum Payment,4702.4,Yes,John Williams
1523,192,2020-09-04,Early Repayment,6140.45,Yes,Emily Lopez
1524,193,2023-10-05,Balance Transfer,21720.51,Yes,Nancy Garcia
1525,193,2023-08-11,Restructured Payment,16825.15,Yes,Kenneth Martin
1526,193,2022-08-30,Scheduled Installment,20132.96,Yes,Kenneth Hernandez
1527,193,2022-01-30,Scheduled Installment,13737.27,Yes,James Miller
1528,193,2022-01-06,Minimum Payment,15615.53,Yes,Ashley Thomas
1529,193,2021-11-30,Late Payment Recovery,18952.29,No,Thomas Johnson
1530,193,2021-09-19,Fee Payment,18101.6,No,Richard Davis
1531,193,2021-08-27,Balance Transfer,12478.71,No,Anthony Anderson
1532,193,2020-09-24,Scheduled Installment,14707.92,Yes,Donna Wilson
1533,193,2020-05-15,Minimum Payment,18565.7,No,Richard Jackson
1534,193,2020-03-08,Advance Payment,18082.73,Yes,Anthony Hernandez
1535,194,2023-09-29,Balance Transfer,6101.46,No,Richard Davis
1536,194,2023-01-26,Balance Transfer,5060.24,No,Margaret Martinez
1537,194,2023-11-17,Minimum Payment,5215.36,Yes,Daniel Davis
1538,194,2022-12-23,Scheduled Installment,3872.21,No,Patricia Johnson
1539,194,2022-09-09,Advance Payment,3122.75,No,Kimberly Johnson
1540,194,2021-03-01,Advance Payment,5394.88,No,Matthew Moore
1541,194,2020-05-25,Advance Payment,5192.56,Yes,Dorothy Thomas
1542,195,2023-11-02,Late Payment Recovery,17095.22,Yes,Barbara Lopez
1543,195,2023-04-21,Fee Payment,13953.43,Yes,David Lopez
1544,195,2022-02-25,Advance Payment,15021.7,Yes,Ashley Smith
1545,195,2022-09-24,Balance Transfer,9457.92,No,Paul Lopez
1546,195,2021-02-13,Partial Payment,14363.61,Yes,Matthew Wilson
1547,195,2021-01-04,Partial Payment,10649.63,Yes,Margaret Johnson
1548,195,2021-02-26,Balance Transfer,8804.22,Yes,James Martinez
1549,195,2020-10-19,Scheduled Installment,9958.4,Yes,Christopher Gonzalez
1550,195,2020-03-28,Restructured Payment,14912.4,Yes,Barbara Wilson
1551,196,2023-02-16,Fee Payment,10816.32,Yes,Karen Moore
1552,196,2023-02-23,Late Payment Recovery,6650.07,No,Mark Thomas
1553,196,2023-04-27,Fee Payment,10902.04,Yes,John Thomas
1554,196,2022-05-15,Scheduled Installment,8473.37,Yes,Andrew Smith
1555,196,2022-03-11,Early Repayment,10076.94,Yes,Andrew Smith
1556,196,2022-04-13,Balance Transfer,6069.29,Yes,Andrew Jackson
1557,196,2021-04-29,Fee Payment,8423.59,No,Jennifer Smith
1558,196,2021-12-17,Partial Payment,8052.37,No,Donna Garcia
1559,196,2021-06-18,Minimum Payment,9360.38,No,Robert Moore
1560,196,2020-06-29,Early Repayment,8976.72,Yes,Robert Garcia
1561,197,2023-11-02,Minimum Payment,6927.7,Yes,Susan Gonzalez
1562,197,2022-04-13,Fee Payment,8333.41,No,Lisa Moore
1563,197,2021-10-30,Early Repayment,5255.52,No,Mark Johnson
1564,197,2021-10-09,Scheduled Installment,7967.4,No,Sarah Martin
1565,197,2021-02-08,Scheduled Installment,5849.9,Yes,Paul Taylor
1566,197,2020-11-13,Early Repayment,6565.15,Yes,Ashley Moore
1567,197,2020-02-12,Fee Payment,7203.51,Yes,Elizabeth Wilson
1568,198,2023-08-06,Balance Transfer,13181.44,Yes,Betty Lopez
1569,198,2023-07-31,Scheduled Installment,14069.91,Yes,Sandra Jackson
1570,198,2022-06-27,Minimum Payment,12155.76,Yes,William Garcia
1571,198,2022-02-24,Scheduled Installment,9899.44,Yes,Richard Gonzalez
1572,198,2022-04-11,Fee Payment,11507.63,Yes,Patricia Jackson
1573,198,2021-12-09,Early Repayment,11578.76,Yes,Robert Davis
1574,198,2021-03-01,Scheduled Installment,9512.81,No,John Garcia
1575,199,2023-11-14,Late Payment Recovery,3183.12,Yes,Robert Jackson
1576,199,2023-08-23,Balance Transfer,3017.44,Yes,John Taylor
1577,199,2022-04-16,Scheduled Installment,2695.07,Yes,Dorothy Brown
1578,199,2022-06-06,Balance Transfer,2522.18,Yes,Richard Miller
1579,199,2022-10-16,Advance Payment,2313.89,No,Ashley Anderson
1580,199,2021-10-11,Fee Payment,2704.66,No,Sandra Martinez
1581,200,2023-05-21,Balance Transfer,4250.34,No,Sandra Gonzalez
1582,200,2023-03-07,Early Repayment,3932.71,No,Michael Taylor
1583,200,2023-03-11,Fee Payment,3456.28,Yes,Anthony Davis
1584,200,2023-01-03,Advance Payment,2582.18,Yes,Barbara Gonzalez
1585,200,2023-03-06,Partial Payment,4343.16,Yes,Elizabeth Williams
1586,200,2022-08-19,Balance Transfer,2298.67,Yes,Emily Taylor
1587,200,2022-11-16,Balance Transfer,2856.0,Yes,Karen Thomas
1588,200,2021-11-14,Restructured Payment,3322.76,Yes,Emily Davis
1589,200,2021-12-17,Advance Payment,3387.97,Yes,Thomas Jones
1590,200,2021-06-03,Balance Transfer,3643.98,Yes,Anthony Anderson
1591,200,2020-06-17,Early Repayment,2572.19,No,Sarah Johnson
1592,200,2020-10-24,Minimum Payment,3052.51,No,Charles Smith
1593,201,2023-09-17,Restructured Payment,9376.63,Yes,Jennifer Smith
1594,201,2023-01-16,Balance Transfer,10305.26,Yes,Donna Wilson
1595,202,2023-11-02,Restructured Payment,6816.17,No,Susan Martinez
1596,202,2023-10-23,Minimum Payment,5862.58,No,Kenneth Johnson
1597,202,2023-02-27,Restructured Payment,6855.06,No,Mary Davis
1598,202,2022-11-09,Late Payment Recovery,5292.97,Yes,Michael Taylor
1599,202,2022-08-22,Minimum Payment,4354.77,No,Kenneth Brown
1600,202,2022-03-08,Advance Payment,5992.88,Yes,Kenneth Anderson
1601,202,2021-03-29,Minimum Payment,4016.55,Yes,Daniel Miller
1602,203,2023-03-20,Scheduled Installment,1943.78,Yes,Michael Johnson
1603,203,2023-01-11,Fee Payment,2637.49,Yes,Susan Wilson
1604,203,2022-08-03,Minimum Payment,1513.81,Yes,James Jones
1605,203,2021-08-07,Scheduled Installment,2660.5,No,Michael Rodriguez
1606,203,2021-01-07,Balance Transfer,2198.28,Yes,Lisa Garcia
1607,203,2021-11-28,Minimum Payment,2386.16,Yes,Sarah Hernandez
1608,203,2020-06-20,Scheduled Installment,2036.77,Yes,Jennifer Jones
1609,204,2023-08-18,Scheduled Installment,5828.08,No,Karen Martinez
1610,204,2023-06-23,Partial Payment,9486.51,Yes,Mary Rodriguez
1611,204,2023-06-21,Scheduled Installment,7735.1,Yes,Paul Wilson
1612,204,2023-01-07,Early Repayment,9180.02,No,John Martin
1613,204,2023-12-17,Fee Payment,5767.51,Yes,Nancy Davis
1614,204,2023-09-04,Balance Transfer,7108.75,Yes,Robert Martinez
1615,205,2023-01-16,Minimum Payment,4443.88,Yes,Betty Thomas
1616,205,2023-04-02,Partial Payment,3415.07,Yes,Christopher Taylor
1617,205,2022-07-14,Minimum Payment,2854.87,No,Thomas Lopez
1618,205,2022-07-25,Early Repayment,3108.16,No,Jessica Johnson
1619,205,2021-11-17,Advance Payment,4140.64,No,Lisa Hernandez
1620,205,2020-01-03,Late Payment Recovery,2646.12,Yes,Patricia Hernandez
1621,206,2023-12-06,Minimum Payment,7964.07,No,Dorothy Martinez
1622,206,2023-08-07,Restructured Payment,9398.78,Yes,Robert Martin
1623,206,2022-09-04,Late Payment Recovery,10538.33,No,Patricia Thomas
1624,206,2021-07-23,Scheduled Installment,7861.96,No,Margaret Hernandez
1625,206,2021-04-05,Scheduled Installment,7059.48,No,Sarah Lopez
1626,206,2021-11-21,Fee Payment,8122.86,Yes,Susan Martin
1627,206,2020-12-16,Late Payment Recovery,9676.73,Yes,Andrew Rodriguez
1628,206,2020-07-11,Fee Payment,11855.56,No,Betty Wilson
1629,207,2023-08-30,Minimum Payment,3620.12,No,Jennifer Taylor
1630,207,2023-11-23,Minimum Payment,2816.64,Yes,Richard Thomas
1631,207,2022-10-31,Early Repayment,3774.86,Yes,Mary Williams
1632,207,2022-06-29,Partial Payment,2573.86,Yes,Patricia Lopez
1633,207,2021-02-19,Advance Payment,2569.02,No,Mary Jones
1634,207,2020-05-24,Fee Payment,4170.16,No,John Martinez
1635,207,2020-07-26,Partial Payment,3122.52,No,Sarah Martin
1636,207,2020-04-01,Restructured Payment,2727.79,Yes,Margaret Garcia
1637,208,2023-03-24,Late Payment Recovery,6101.17,Yes,Donna Garcia
1638,208,2023-11-24,Scheduled Installment,6700.47,Yes,Margaret Martin
1639,208,2023-04-15,Restructured Payment,7574.23,No,William Davis
1640,208,2022-08-03,Scheduled Installment,7047.08,No,Elizabeth Gonzalez
1641,208,2021-04-26,Partial Payment,5899.61,No,Christopher Jackson
1642,208,2021-07-04,Early Repayment,7639.27,Yes,Linda Lopez
1643,208,2020-08-11,Late Payment Recovery,5479.23,Yes,Joseph Johnson
1644,209,2023-12-08,Scheduled Installment,13101.77,No,Charles Jones
1645,209,2023-10-03,Advance Payment,13909.59,Yes,Daniel Martinez
1646,209,2023-06-03,Balance Transfer,12979.83,No,Elizabeth Miller
1647,209,2022-01-17,Advance Payment,8828.84,Yes,Nancy Hernandez
1648,209,2022-02-19,Balance Transfer,11780.56,Yes,Mary Moore
1649,209,2022-03-25,Minimum Payment,15105.21,No,Susan Gonzalez
1650,209,2021-10-15,Scheduled Installment,8472.59,No,Ashley Jackson
1651,209,2021-12-18,Restructured Payment,14845.26,Yes,Donald Martinez
1652,209,2021-10-19,Early Repayment,13947.98,Yes,Christopher Brown
1653,209,2020-01-13,Balance Transfer,14851.42,No,John Jackson
1654,210,2023-01-11,Partial Payment,8430.59,Yes,Kenneth Rodriguez
1655,210,2023-04-14,Fee Payment,10706.29,No,Christopher Williams
1656,210,2023-11-10,Minimum Payment,8666.39,Yes,William Lopez
1657,210,2022-03-09,Partial Payment,8508.86,No,Mark Martinez
1658,210,2022-08-18,Partial Payment,9990.38,Yes,Lisa Smith
1659,210,2022-02-06,Minimum Payment,6955.09,Yes,Karen Rodriguez
1660,210,2021-04-04,Minimum Payment,6526.44,Yes,Karen Jones
1661,210,2021-07-08,Late Payment Recovery,8201.55,No,Jessica Hernandez
1662,210,2021-05-18,Minimum Payment,10383.78,Yes,Robert Rodriguez
1663,211,2023-07-31,Late Payment Recovery,18948.73,No,Donna Jones
1664,211,2023-06-29,Balance Transfer,17274.13,No,Dorothy Gonzalez
1665,211,2023-01-03,Balance Transfer,17737.65,Yes,Thomas Taylor
1666,212,2023-11-28,Late Payment Recovery,15162.74,No,Jessica Thomas
1667,212,2023-01-17,Scheduled Installment,11276.27,Yes,Christopher Johnson
1668,212,2023-10-16,Early Repayment,10724.37,Yes,Nancy Moore
1669,212,2023-04-15,Scheduled Installment,9736.53,Yes,Nancy Moore
1670,212,2023-10-13,Balance Transfer,9958.02,Yes,Margaret Johnson
1671,212,2022-06-02,Minimum Payment,8350.46,Yes,William Miller
1672,212,2021-09-09,Scheduled Installment,11355.62,No,Betty Brown
1673,212,2021-08-13,Late Payment Recovery,11674.04,Yes,Betty Taylor
1674,212,2020-04-26,Minimum Payment,9076.2,Yes,Paul Lopez
1675,213,2023-09-15,Partial Payment,4320.03,Yes,Steven Moore
1676,213,2022-07-21,Scheduled Installment,2381.09,Yes,Richard Brown
1677,213,2022-09-20,Scheduled Installment,2660.61,No,William Garcia
1678,213,2022-08-15,Early Repayment,3507.65,No,Kenneth Williams
1679,213,2021-01-21,Early Repayment,4177.2,Yes,Paul Rodriguez
1680,213,2020-11-09,Scheduled Installment,2897.4,Yes,Donald Martinez
1681,213,2020-04-02,Partial Payment,3020.49,Yes,John Anderson
1682,214,2023-11-10,Minimum Payment,17041.81,Yes,Sandra Jones
1683,214,2023-03-02,Advance Payment,16571.25,Yes,Jessica Rodriguez
1684,214,2022-04-29,Early Repayment,11649.79,No,John Martin
1685,214,2022-07-17,Restructured Payment,15157.66,Yes,Kimberly Thomas
1686,214,2021-09-13,Partial Payment,12430.34,No,Matthew Miller
1687,214,2021-01-02,Restructured Payment,16775.22,Yes,Kenneth Martinez
1688,214,2021-09-06,Balance Transfer,16247.21,Yes,Mary Smith
